institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,7392,Buena Vista,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San martin,220303,Otros Localidad de Buena Vista Distrito San Martin Provincia El Dorado Departamento San Martin ,30,3,3,I-1,942055064,07:30 A 13:30,-76.75270833,-6.44290333
Gobierno Regional,6492,San Martin de Alao,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,San martin,El dorado,San martin,220303,Jirón Loreto C-6 Barrio la Plaza San Martin de Alao Distrito San Martin Provincia El Dorado Departamento San Martin ,30,3,3,I-4,966698713,06 HORAS,-76.73925,-6.51317333
Gobierno Regional,6488,Santa Martha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Jirón Luis Valle S/N Santa Martha Numero S/N Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,3,2,I-1,941924127,07:30 A 13:30,-76.62358674,-6.67551154
Gobierno Regional,6497,Santa Rosa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Jirón Jhon Kennedy S/N Santa Rosa Numero S/N Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,3,2,I-1,961821648,07:30 A 13:30,-76.62310311,-6.74667549
Gobierno Regional,6500,Barranquita Rio Sisa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Otros Barrio Porvenir S/N Barranquita Rio Sisa Numero S/N Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,3,2,I-1,954087051,07:30 A 13:30,-76.59345871,-6.73837649
Gobierno Regional,6501,Santa Elena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Otros Santa Elena Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,3,2,I-1,992892566,7:30-13:30,-76.57790961,-6.73791387
Gobierno Regional,6407,San Juan de Talliquihui,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Jirón Jose Olaya 216 Mz 12 Lt 16 Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,3,2,I-1,947607114,07:30 A 13:30,-76.571475,-6.63627167
Gobierno Regional,6510,Ramon Castilla,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Santa rosa,220304,Jirón San Pablo S/N Cp Ramon Castilla Numero S/N Distrito Santa Rosa Provincia El Dorado Departamento San Martin ,30,9,3,I-1,943196450,24 HORAS,-76.56983693,-6.74638942
Gobierno Regional,6493,Shatoja,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Shatoja,220305,Calle Calle Comercio S/N Shatoja Numero S/N Distrito Shatoja Provincia El Dorado Departamento San Martin ,30,3,3,I-1,945248533,07:30 A 13:30,-76.71940418,-6.53101865
Gobierno Regional,6491,Aminio,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Shatoja,220305,Jirón Humberto Rodriguez S/N Numero S/N Distrito Shatoja Provincia El Dorado Departamento San Martin ,30,3,1,I-1,983660896,07:30 A 13:30,-76.68561063,-6.55415636
Gobierno Regional,6540,Nueva Vida,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Alto saposoa,220402,Avenida Lima S/N Nueva Vida Numero S/N Distrito Alto Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,985255354,8:00- 12:00/ 15:00-1,-76.83179333,-6.72725333
Gobierno Regional,6539,Pasarraya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Alto saposoa,220402,Jirón Miguel Grau S/N Cp Pasarraya Numero S/N Distrito Alto Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-2,042-547219,8:00- 12:00/14:00-17,-76.81486333,-6.76566667
Gobierno Regional,6541,Yacusisa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Alto saposoa,220402,Calle Calle Ricardo Rios S/N Numero S/N Distrito Alto Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,944484076,8:00- 12:00/ 14:00-1,-76.80042333,-6.80856167
Gobierno Regional,6544,Collpa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,El eslabon,220403,Otros Caserio la Collpa Distrito El Eslabon Provincia Huallaga Departamento San Martin ,30,8,2,I-1,966250889,8:00- 12:00/ 15:00-1,-76.81664,-7.07256833
Gobierno Regional,6542,El Eslabon,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,El eslabon,220403,Jirón Miguel Grau S/N  El Eslabon Numero S/N Distrito El Eslabon Provincia Huallaga Departamento San Martin ,30,8,2,I-2,950583320,7:30-13:30/13:30-19:,-76.722295,-7.02108333
Gobierno Regional,6545,Nuevo Sacanche,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Piscoyacu,220404,Otros Cp Nuevo Sacanche Distrito Piscoyacu Provincia Huallaga Departamento San Martin ,30,8,2,I-1,938777550,8:00- 12:00/ 15:00-1,-76.831595,-7.021915
Gobierno Regional,6533,Piscoyacu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Piscoyacu,220404,Jirón Libertad 5ta Cuadra Distrito Piscoyacu Provincia Huallaga Departamento San Martin ,30,8,1,I-1,956674815,8:00- 12:00/15:00-17,-76.769155,-6.97809167
Gobierno Regional,6543,Sacanche,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Huallaga,Sacanche,220405,Calle Colina S/N,30,8,2,I-3,042-547219,7:30-19:30,-76.71392667,-7.071765
Gobierno Regional,21587,Alto Pachiza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Calle Jerusalen S/N Localidad de Alto Pachiza Numero S/N Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,042-547144,8:00- 12:00/ 15:00-1,-76.92701003,-6.89174116
Gobierno Regional,6530,7 de Junio-Ahuihua,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Caserio Ahuihua Caserio Ahuihua Saposoa Huallaga San Martin ,30,8,1,I-1,#951099380,8- 12:00/ 15:00-17,-76.8679,-6.91617
Gobierno Regional,6538,El Dorado,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Avenida Saposoa Cuadra 2 El Dorado Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-3,042-547219,7:30-19:30,-76.86776,-6.91618
Gobierno Regional,6535,San Regis,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Actualizar Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,042-547219,8:00- 12:00/ 15:00-1,-76.80343333,-6.865355
Gobierno Regional,6537,Chambira,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Centro Poblado Chambira Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,962840588,8:00- 12:00/ 15:00-1,-76.79884667,-6.96001667
Essalud,16483,Posta Medica Saposoa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Jirón San Martin 281,30,0,0,I-4,042-547106,07:00 - 12:00,-76.77123833,-6.93374333
Privado,17090,Diagnolab-Saposoa,Patologia clinica,Servicio medico de apoyo,San martin,Huallaga,Saposoa,220401,Jirón Arica N° 205,30,0,0,I-3,042-506238,7.30 AM 12.30PM Y 15,-76.77046167,-6.93831
Gobierno Regional,6529,Rural Saposoa,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,San martin,Huallaga,Saposoa,220401,Jirón Elisa Peñaherrera N° 535 Distrito Juanjui Provincia Mariscal Caceres Departamento San Martin ,30,8,1,I-4,942953698,24 HORAS,-76.76902167,-6.94190667
Gobierno Regional,6534,San Andres,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Caserio Nuevo San Andres Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,942954210,8:00- 12:00/ 15:00-1,-76.74929,-6.88496167
Gobierno Regional,6532,Paltaico,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Caserio Palataicos,30,8,1,I-1,042-547219,8:00- 12:00/ 15:00-1,-76.73502667,-6.91918
Gobierno Regional,6536,Intiyacu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Caserio Intiyacu Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,042-547219,8:00- 12:00/ 15:00-1,-76.71702833,-6.97150667
Gobierno Regional,6531,Almendras,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Saposoa,220401,Otros Caserio Almendras Distrito Saposoa Provincia Huallaga Departamento San Martin ,30,8,1,I-1,042-547219,8:00- 12:00/ 15:00-1,-76.696345,-6.9722
Gobierno Regional,6546,Tingo de Saposoa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Huallaga,Tingo de saposoa,220406,Jirón Jose Olaya S/N Numero S/N Distrito Tingo de Saposoa Provincia Huallaga Departamento San Martin ,30,9,1,I-1,942922068,8:00- 12:00/15:00-17,-76.64257543,-7.09270972
Gobierno Regional,6350,Pacayzapa,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Lamas,Alonso de alvarado,220502,Jirón Arica C/1 Distrito Alonso de Alvarado Provincia Lamas Departamento San Martin ,30,2,10,I-3,939045766,7:30 - 13:30,-76.77392076,-6.2720521
Gobierno Regional,6348,Roque,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Lamas,Alonso de alvarado,220502,Jirón Lima N° 568 Distrito Alonso de Alvarado Provincia Lamas Departamento San Martin ,30,5,7,I-3,951291718,24 HORAS,-76.77309781,-6.35508185
Gobierno Regional,10516,Porvenir del Norte,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Alonso de alvarado,220502,Jirón Primavera S/N Porvenir del Norte Numero S/N Distrito Alonso de Alvarado Provincia Lamas Departamento San Martin ,30,5,7,I-1,042-562160,7:00 - 15:00,-76.76440768,-6.41061772
Gobierno Regional,6351,San Juan de Pacayzapa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Alonso de alvarado,220502,Otros Victor Raul Haya de la Torre S/N Numero S/N Distrito Alonso de Alvarado Provincia Lamas Departamento San Martin ,30,2,10,I-1,945475853,7.30-13.30,-76.76159618,-6.28290632
Gobierno Regional,7297,Alan Garcia,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Alonso de alvarado,220502,Otros Cp Alan Garcia Distrito Alonso de Alvarado Provincia Lamas Departamento San Martin ,30,5,7,I-1,986121927,08 HORAS,-76.74019726,-6.38823267
Gobierno Regional,6436,El Pi�Al,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Otros Caserio El Pi�Al Distrito Barranquita Provincia Lamas Departamento San Martin ,30,2,6,I-1,948903464,L A S 7:30- 13:30,-76.04780167,-6.39427
Gobierno Regional,6432,Barranquita Caynarachi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Jirón Progreso C-3 - Barranquita Distrito Barranquita Provincia Lamas Departamento San Martin ,30,2,6,I-3,941913162,7:30-13:30,-76.0315764,-6.25190163
Gobierno Regional,6435,Santa Clara,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Caserio Santa Clara Distrito Barranquita Provincia Lamas Departamento San Martin,30,2,6,I-1,042-543326,L A S 7:30- 13:30,-76.02503667,-6.28115167
Gobierno Regional,6434,Santiago de Borja,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Localidad Santiago de Borja Distrito Barranquita Provincia Lamas Departamento San Martin,30,2,6,I-1,042-543326,L A V 7:30-13:30,-76.00082861,-6.22315321
Gobierno Regional,7401,Sanango,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Otros Caserio de Sanango Distrito Barranquita Provincia Lamas Departamento San Martin ,30,2,6,I-1,989649669,L A S 7:30- 13:30,-75.98738,-6.333835
Gobierno Regional,6433,Puerto Pizarro,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Otros Caserio Puerto Pizarro Distrito Barranquita Provincia Lamas Departamento San Martin ,30,2,6,I-1,984080421,L A S 7:30- 13:30,-75.964485,-6.16266833
Gobierno Regional,6450,Santa Elena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Barranquita,220503,Otros Caserio Santa Elena Distrito Barranquita Provincia Lamas Departamento San Martin ,30,2,6,I-1,996603334,L A S 7:30- 13:30,-75.91983167,-6.153425
Gobierno Regional,19769,Nuevo Tocache,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Comunidad Nativa Nuevo Tocache Distrito Caynarachi Provincia Lamas Departamento San Martin ,30,2,7,I-1,954486057,07:30 - 13:30,-76.45295682,-5.96725472
Gobierno Regional,6416,Alfonso Ugarte,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localidad de Alfonso Ugarte Localidad de Alfonso Ugarte Caynarachi Lamas San Martin ,30,2,7,I-1,957343014,7:30 - 13:30,-76.35516517,-6.15408987
Gobierno Regional,6420,Nuevo Lamas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localidad de Nuevo Lamas Distrito Caynarachi Provincia Lamas Departamento San Martin ,30,2,7,I-1,987090169,7:30-13:30,-76.34934377,-6.19868412
Gobierno Regional,6422,San Juan de Shanusi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localidad de San Juan de Shanusi Distrito Caynarachi Provincia Lamas Departamento San Martin ,30,2,7,I-1,976702510,7:30-13:30,-76.32849844,-6.15438375
Gobierno Regional,6421,Yumbatos,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localidad de Yumbatos Distrito Caynarachi Provincia Lamas Departamento San Martin ,30,2,7,I-1,943846708,7:30 - 13:30,-76.29689704,-6.32026713
Gobierno Regional,6415,Pongo del Caynarachi,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,San martin,Lamas,Caynarachi,220504,Jirón Caynarachi S/N - Pongo de Caynarachi S/N Jirón Caynarachi S/N - Pongo de Caynarachi Caynarachi Lamas San Martin ,30,2,7,I-4,945237265,24 HORAS,-76.28721808,-6.3314675
Gobierno Regional,6418,Alianza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Alianza Alianza Caynarachi Lamas San Martin ,30,2,7,I-2,957342745,24 HORAS,-76.27447811,-6.11543012
Gobierno Regional,6419,Bonilla,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localiad Bonilla Localiad Bonilla Caynarachi Lamas San Martin ,30,2,7,I-1,949508058,7.30-13.30,-76.27375884,-6.21906188
Gobierno Regional,6417,San Miguel de Achinamiza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Caynarachi,220504,Otros Localidad San Miguel de Achinamiza Localidad San Miguel de Achinamiza Caynarachi Lamas San Martin ,30,2,7,I-1,948804844,07:30 - 13:30,-76.16959055,-6.29860732
Gobierno Regional,6784,Alto Andino,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,Localidad Alto Andino Distrito Cuñumbuqui Provincia Lamas Departamento San Martin,30,2,9,I-1,042-543326,7:30-13:30,-76.5554315,-6.66886553
Gobierno Regional,6397,San Rafael del Rio Mayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,San Rafael del Rio Mayo Distrito Tarapoto Provincia San Martin Departamento San Martin ,30,2,9,I-1,939080306,7:30-13:30,-76.49422663,-6.49910669
Gobierno Regional,6396,Cunumbuque,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,Jirón Jr.Bolognesi C/6 Distrito Tarapoto Provincia San Martin Departamento San Martin ,30,2,9,I-3,953642778,7:30-13:30 / 6 HORAS,-76.48339884,-6.5124753
Gobierno Regional,6377,Las Flores de Mamonaquihua,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,Las Flores de Mamonaquihua Distrito Cuñumbuqui Provincia Lamas Departamento San Martin,30,2,9,I-1,953642778,7:30-13:30,-76.46906018,-6.66413605
Gobierno Regional,6378,Mamonaquihua,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,Jirón Las Flores S/N Mamonaquihua Numero S/N Distrito Cuñumbuqui Provincia Lamas Departamento San Martin,30,2,9,I-1,953642778,7:30-13:30,-76.43139124,-6.6482842
Gobierno Regional,6372,San Francisco del Rio Mayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Cuñumbuqui,220505,Localidad San Francisco del Rio Mayo Distrito Cuñumbuqui Provincia Lamas Departamento San Martin,30,2,9,I-1,976597889,7:30-13:30,-76.4228039,-6.57862429
Gobierno Regional,6388,San Antonio Rio Mayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Lamas,220501,Otros San Antonio Rio Mayo Distrito Lamas Provincia Lamas Departamento San Martin ,30,2,1,I-1,952379678,7:30 -13.30,-76.53820195,-6.46179194
Gobierno Regional,6390,Las Flores del Rio Mayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Lamas,220501,Otros Las Flores del Rio Mayo Distrito Lamas Provincia Lamas Departamento San Martin ,30,2,1,I-1,959510739,7:30- 13:30,-76.52911503,-6.4704687
Gobierno Regional,6353,Huayco Lamas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Lamas,Lamas,220501,Jirón Luis Alberto Bruzzone Pizarro S/N Numero S/N Distrito Lamas Provincia Lamas Departamento San Martin ,30,2,1,I-1,943806424,7:30 - 13:30,-76.52154171,-6.42187045
